FAMILY,AUTHOR,GENUS,AUTHOR,SCIENTIFIC NAME,YEAR,SYNONYMS,LOCAL NAMES,ENGLISH NAME,FLOWER,,SEED,,HABITAT,ORIGIN,STATUS IN BENGAL,USES,DISTRIBUTION IN BENGAL,BIBLIOGRAPHY
Smilacaceae,Vent.,Smilax,L.,Smilax perfoliata Lour.,1790,Smilax annamensis Rendle; Smilax laurina Kunth; Smilax prolifera Roxb.; Smilax siamensis T.Koyama,????????,,11,2,12,3,,Native,Wild,Unknown,Bangladesh (Gazi),Tabassum (2015). p 611
Smilacaceae,Vent.,Smilax,L.,Smilax zeylanica L.,1753,,"????????? (?) (Rahman, 2013), ???? ???????????? (???)",,Unknown,Unknown,Unknown,Unknown,Hill,Unknown,Wild,Unknown,"Bangladesh (Rajs, Ranm)",Rahman (2013a). p 110; ????? (????). ?? ??
Fabaceae,Lindl.,Smithia,W.T.Aiton,Smithia blanda Wall. ex Wight & Arn. (unresolved),1834,Damapana blanda (Wall. ex Wight & Arn.) Kuntze; Smithia bodinieri H. Lév.,???? ?????,,9,11,10,12,,Native,Wild,Unknown,West Bengal (Darj),??? (????). ?? ???
Fabaceae,Lindl.,Smithia,W.T.Aiton,Smithia ciliata Royle,1835,Damapana ciliata (Royle) Kuntze; Smithia cavaleriei H.Lév.; Smithia cavaleriei H. Lév.; Smithia coerulescens Zoll. & Morong; Smithia japonica Maxim.; Smithia nagasawai Hayata; Smithia pumila Royle ex Wight & Arn.,???? ?????,,9,10,10,11,,Native,Wild,Unknown,"West Bengal (Darj, Puru)",??? (????). ?? ???
Fabaceae,Lindl.,Smithia,W.T.Aiton,Smithia conferta Sm.,1816,Damapana conferta (Sm.) Kuntze; Smithia conferta var. geminiflora (Roth) T.Cooke; Smithia geminiflora Roth; Smithia geminiflora var. coferta Baker; Smithia geminiflora var. conferta Baker; Smithia hispidissima Zoll. & Morong,"????? ??? (???, ????)",,9,1,10,2,,Native,Wild,Unknown,"West Bengal (Emed, Wmed, Puru)",??? (????). ?? ???
Fabaceae,Lindl.,Smithia,W.T.Aiton,Smithia sensitiva Aiton,1789,Aeschynomene tribuloides Baill.; Damapana sensitiva (Aiton) Kuntze; Petagnana sensitiva (Aiton) J.F.Gmel.; Smithia javanica Benth.,"????? ??? (???, ????), ???????????? (???, ????)",,10,11,11,12,,Native,Wild,Unknown,West Bengal (All Zones),??? (????). ?? ???
Solanaceae,Juss.,Solanum,L.,Solanum aculeatissimum Jacq.,1781,Solanum cavaleriei H. Lév. & Vaniot; Solanum khasianum C.B. Clarke,"????? ????? (Pasha & Uddin, 2013)",,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,Pasha & Uddin (2013). p 272
Solanaceae,Juss.,Solanum,L.,Solanum americanum Mill. ,1768,Solanum adventitium Polgar; Solanum caribaeum Dunal; Solanum ganchouenense H.Lév.; Solanum humile Lam.; Solanum indecorum Rich.; Solanum nigrum L.; Solanum nodiflorum Jacq.; Solanum parviflorum Badarò; Solanum quadrangulare Thunb. ex L.f.; Solanum triangulare Lam.,"???????? (?) (????? ? ????????, ????; Pasha & Uddin, 2013; Tabassum, 2015), ??????? (Pasha & Uddin, 2013; Rahman, 2013a; Tabassum, 2015), ????????? (Pasha & Uddin, 2013), ????? (Pasha & Uddin, 2013), ???????? (Pasha & Uddin, 2013), ??????????? (???), ?????? (????), ???????? (???)",,Unknown,Unknown,Unknown,Unknown,,Unknown,Wild,Unknown,Bangladesh (All Zones),"????? ? ???????? (?????). ?? ???, ???; Pasha & Uddin (2013). p 272; Rahman (2013a). p 111; Tabassum (2015). p 355, p 356"
Solanaceae,Juss.,Solanum,L.,Solanum anguivi Lam.,1794,Solanum indicum var. lividum (Link) Bitter; Solanum indicum var. maroanum Bitter; Solanum lividum Link,"?????????, ????? (??????)",,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh (Bari),Fahad Bin Rafiq (2 Oct 2017)
Solanaceae,Juss.,Solanum,L.,Solanum barbisetum Nees,1834,No synonyms found,?????? ?????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh (Ranm),????? ? ???????? (?????). ?? ???; Pasha & Uddin (2013). p 272; 
Solanaceae,Juss.,Solanum,L.,Solanum capsicoides All.,1773,Solanum arrebenta Vell.; Solanum bodinieri H. Lév. & Vaniot; Solanum ciliare Willd.; Solanum ciliatum Lam.; Solanum sinuatifolium Vell.; Solanum sphaerocarpum Moric.,???? ?????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh (Coxs),????? ? ???????? (?????). ?? ???; Pasha & Uddin (2013). p 272; 
Solanaceae,Juss.,Solanum,L.,Solanum erianthum D. Don,1825,Solanum adulterinum Buch.-Ham. ex Wall.,"?????, ????, ?????? (???)",,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh (All Zones),????? ? ???????? (?????). ?? ???; Pasha & Uddin (2013). p 272; 
Solanaceae,Juss.,Solanum,L.,Solanum ferox L. (unresolved),1762,No synonyms found,???? ?????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,Pasha & Uddin (2013). p 272
Solanaceae,Juss.,Solanum,L.,Solanum glaucophyllum Desf.,1829,Solanum glaucum Dunal; Solanum glaucum Bertol.; Solanum malacoxylon Sendtn.; Solanum melanoxylon Sendtn.; Solanum pulverulentum Pers.,"????? ?????, ??????? ?????",,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh (Rajs),????? ? ???????? (?????). ?? ???; Pasha & Uddin (2013). p 272
Solanaceae,Juss.,Solanum,L.,Solanum grandiflorum Ruiz & Pav.,1799,No synonyms found,"??????? ???? (?????, ?????)",,Unknown,Unknown,Unknown,Unknown,,Unknown,Cultivated,Ornament,Bangladesh (Dhak),????? (?????). ?? ???
Solanaceae,Juss.,Solanum,L.,Solanum indicum L. (unresolved),1753,Solanum coccineum Hort. Par. ex Dunal; Solanum indicum Roxb.; Solanum junghuhnii Miq.; Solanum kurzii Brace ex Prain; Solanum lividum Willd. ex Dunal; Solanum multiflorum Roth ex Roem. & Schult.; Solanum nelsonii Zipp. ex Span.; Solanum sanitwongsei Craib; Solanum vincentii Delile ex Dunal,???? ?????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,Pasha & Uddin (2013). p 272
Solanaceae,Juss.,Solanum,L.,Solanum lasiocarpum Dunal,1813,Solanum immane Hance ex Walp.; Solanum lasiocarpum var. velutinum Dunal,?????????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,"Bangladesh (Coxs, Dhak, Gazi, Khul, Nars)",????? ? ???????? (?????). ?? ???; Pasha & Uddin (2013). p 272
Solanaceae,Juss.,Solanum,L.,Solanum lycopersicum L.,1753,Solanum lycopersicum var. lycopersicum; Solanum pomiferum Cav.,"?????, ?????? ?????, ????????, ???????, ????????????",,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,Pasha & Uddin (2013). p 272
Solanaceae,Juss.,Solanum,L.,Solanum melongena L.,1753,Solanum esculentum Dunal; Solanum insanum L.; Solanum melongena Wall.; Solanum melongena var. depressum L.; Solanum melongena var. esculentum (Dunal) Nees; Solanum melongena var. serpentinum L.,"?????, ?????, ??????, ?????",,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh (All Zones),????? ? ???????? (?????). ?? ???; Pasha & Uddin (2013). p 272; Rahman (2013a). p 111; Tabassum (2015). p 355
Solanaceae,Juss.,Solanum,L.,Solanum myriacanthum Dunal,1813,Solanum porphyranthum Dunal; Solanum reflexum var. chloropetalon (Schltdl.) Witasek,???? ?????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,Pasha & Uddin (2013). p 272
Solanaceae,Juss.,Solanum,L.,Solanum pseudocapsicum L.,1753,Solanum diflorum Vell.; Solanum eremanthum Dunal; Solanum hygrophilum Schltdl.; Solanum jaliscanum Greenm.; Solanum mexiae Standl.; Solanum plurifurcipilum Bitter; Solanum tucumanense Griseb.; Solanum ulmoides Dunal; Solanum validum Rusby,???? ?????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,Pasha & Uddin (2013). p 272
Solanaceae,Juss.,Solanum,L.,Solanum sisymbriifolium Lam.,1794,,"??????????, ???? ????????",,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh (All Zones,????? ? ???????? (?????). ?? ???; Pasha & Uddin (2013). p 273; Tabassum (2015). p 356
Solanaceae,Juss.,Solanum,L.,Solanum spirale Roxb.,1824,Solanum apoense Elmer; Solanum callium R.J.F. Hend.; Solanum spirale var. tetrasepalum H.J. Chu; Solanum superficiens Adelb.,"???? (????? ? ????????, ????)",,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,"Bangladesh (Sylh, Tang)",????? ? ???????? (?????). ?? ???; Pasha & Uddin (2013). p 273
Solanaceae,Juss.,Solanum,L.,Solanum surattense Burm.f.,1832,Solanum jacquini Willd.,????????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh (Rajs),Rahman (2013a). p 111
Solanaceae,Juss.,Solanum,L.,Solanum torvum Sw.,1788,Solanum acanthifolium Hort. Par. ex Dunal;  Solanum ficifolium Ort.; Solanum filisifolium Ort.; Solanum heterophyllum Balb. ex Dunal; Solanum maccai Bertero ex Dunal; Solanum mammosum Herb. ex Dunal; Solanum mannii C.H.Wright; Solanum mayanum Lundell; Solanum sanctum Jan ex Dunal,"????????, ????????, ????????, ???? ?????, ?? ?????, ??? ?????, ????? ?????, ???????? (?) (Rahman, 2013a)",,1,11,2,12,,Unknown,Wild,Unknown,Bangladesh (All Zones),"????? ? ???????? (?????). ?? ???; Motaleb et al. (2013). p 180; Pasha & Uddin (2013). p 273; Rahman (2013a). p 110, p 111; Tabassum (2015). p 357; ????? (????). ?? ??"
Solanaceae,Juss.,Solanum,L.,Solanum trilobatum L.,1790,Solanum canaranum Miq.; Solanum fuscum B.Heyne ex Wall.; Solanum griffithii (C.B.Clarke) Kuntze; Solanum hainanense Hance; Solanum maingayi Kuntze; Solanum miyakojimense T.Yamaz. & Takushi; Solanum procumbens Lour.; Solanum prostratum Raeusch.; Solanum sarmentosum Nees,"????????, ???????????",,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,"Bangladesh (Bage, Khul, Satk, ?Sunb); West Bengal (S24P)",????? ? ???????? (?????). ?? ???; Pasha & Uddin (2013). p 273
Solanaceae,Juss.,Solanum,L.,Solanum tuberosum L.,1753,,"???, ??? ???",,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,"Alchohol, Staple Food, Vegetable",Bangladesh (All Zones); West Bengal (Nadia),????? ? ???????? (?????). ?? ???; Pasha & Uddin (2013). p 273; Rahman (2013a). p 111; Tabassum (2015). p 358
Solanaceae,Juss.,Solanum,L.,Solanum villosum Mill. ,1768,,"??? ????????, ???? ????????, ???????????",,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh (All Zones),????? ? ???????? (?????). ?? ???; Pasha & Uddin (2013). p 273; Tabassum (2015). p 358
Solanaceae,Juss.,Solanum,L.,Solanum violaceum Ortega,1798,Solanum chinense Dunal; Solanum indicum var. recurvatum C.Y. Wu & S.C. Huang; Solanum nivalomontanum C.Y. Wu & S.C. Huang,"????? ?????, ??????, ???????, ????? ?????, ????? (?), ???????? (?)","Indian Nightshade, Poison Berry",All,All,All,All,,Native,Wild,Unknown,Bangladesh (All Zones),Motaleb et al. (2013). p 182; Pasha & Uddin (2013). p 273
Solanaceae,Juss.,Solanum,L.,Solanum virginianum L.,1753,Solanum mairei H. Lév.; Solanum xanthocarpum Schrad. & H. Wendl.,"????????? (??????) (?????, ?????), ???????? (Pasha & Uddin, 2013; Tabassum, 2015), ???????? (Pasha & Uddin, 2013; Tabassum, 2015), ????????? (???)",,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh (All Zones),????? ? ???????? (?????). ?? ???; Pasha & Uddin (2013). p 273; ????? (?????). ?? ??; Tabassum (2015). p 359
Cucurbitaceae,Juss.,Solena,Lour.,Solena amplexicaulis (Lam.) Gandhi,1976,Karivia umbellata (Klein ex Willd.) Arn.; Melothria amplexicaulis (Lam.) Cogn.; Melothria heterophylla (Lour.) Cogn.; Momordica umbellata (Klein ex Willd.) Roxb.; Zehneria umbellata (Klein ex Willd.) Thwaites  ,"?????? (Motaleb et al., 2013), ??????? (Motaleb et al., 2013), ???????? (??? ? ????????, ????), ????????? (Motaleb et al., 2013), ???????? (Motaleb et al., 2013), ???? (???), ?????? (???), ???????? (???), ????????? (????), ?????? (??????), ?????????? (?????), ???????? ??? (???), ???????? ???? (???), ????? ??? (???)",,5,10,6,12,,Native,Wild,Medicine; Vegetable,"Bangladesh (Band, Chit, Coxs, Khag, Ranm); West Bengal (Darj, Jalp, Emed, Wmed, Puru)",??? ? ???????? (????). ?? ???; Motaleb et al. (2013). p 184
Asteraceae,Bercht. & J.Presl,Solidago,L.,Solidago speciosa A.Gray,1842,No synonyms found,??????????,,Unknown,Unknown,Unknown,Unknown,,,Unknown,Unknown,,N.A
Asteraceae,Bercht. & J.Presl,Sonchus,L.,Sonchus arvensis L.,1753,Hieracium arvense (L.) Scop.; Sonchoseris arvensis Fourr.; Sonchoseris decora Fourr.; Sonchus exaltatus Wallr.; Sonchus glandulosus Schur; Sonchus hantoniensis Sweet; Sonchus hispidus Gilib.; Sonchus laevissimus Schur; Sonchus nitidus Vill.; Sonchus pratensis Schur; Sonchus repens Bubani; Sonchus vulgaris Rouy,"?????? (?) (Mollah et al., 2005; Rahman, 2013a), ?????? (?) (Rahman, 2013b), ?????, ",,9,5,10,6,Land margin,Native,Wild,Unknown,"Bangladesh (Gazi, Mani, Rajs);",Mollah et al. (2005). p 28; Pasha & Uddin (2013). p 273; Rahman (2013a). p 111; Rahman (2013b); Tabassum (2015). p 456
Asteraceae,Bercht. & J.Presl,Sonchus,L.,Sonchus asper (L.) Hill,1769,Sonchus asper All.; Sonchus asper (L.) Vill.; Sonchus asper Garsault; Sonchus australis Hort. ex Colla; Sonchus crocifolius Hort. ex Sch.Bip.; Sonchus fallax Wallr.; Sonchus oleraceus Wall.; Sonchus spinosus Lam.; Sonchus spinulosus Bigel.; Sonchus umbellatus E.Mey. ex DC.; Sonchus viridis Zenari,"????????? (?????????), ???????? (Pasha & Uddin, 2013), ???? (???), ????????? (?????)",,9,5,10,6,,Native,Wild,Unknown,Bangladesh (Rajs);,????? ? ???????? (?????). ?? ???; Pasha & Uddin (2013). p 273; Rahman (2013a). p 111; Rahman (2013b)
Asteraceae,Bercht. & J.Presl,Sonchus,L.,Sonchus brachyotus DC.,1838,Sonchus arenicola Vorosch.; Sonchus arvensis subsp. brachyotus (DC.) Kitam.; Sonchus arvensis f. brachyotus (DC.) Kirp.; Sonchus cavaleriei H.Lév.; Sonchus chinensis Fisch.; Sonchus chinensis Schrank; Sonchus fauriei H.Lév. & Vaniot; Sonchus shzucinianus Turcz. ex Herder; Sonchus taquetii H.Lév.,"???? (Pasha & Uddin, 2013)",,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,Pasha & Uddin (2013). p 273
Asteraceae,Bercht. & J.Presl,Sonchus,L.,Sonchus oleraceus (L.) L.,1753,Carduus amplexicaulis Noronha; Sonchus angustissimus Hook.f.; Sonchus ciliatus Lam.; Sonchus lacerus Willd.; Sonchus laevis camer. ex Sch.Bip.; Sonchus reversus E.Mey. ex DC.; Sonchus roseus Besser ex Spreng.; Sonchus sundaicus Blume; Sonchus umbellifer Thunb.; Sonchus zacinthoides DC.,"????? (Pasha & Uddin, 2013), ???? (?) (??????????), ????????, ?????????, ????????, ????????",,2,4,3,5,,"Europe, Southwest Asia",Wild,Unknown,Bangladesh (Gazi),????? ? ???????? (?????). ?? ???; Pasha & Uddin (2013). p 273; Tabassum (2015). p 456
Asteraceae,Bercht. & J.Presl,Sonchus,L.,Sonchus wightianus DC.,1838,Sonchus arvensis var. glaber Haines; Sonchus lachnocephalus Rech.f.; Sonchus lingianus C. Shih; Sonchus orixensis Roxb.; Sonchus picris H.Lév. & Vaniot; Sonchus wallichianus DC.; Sonchus wightianus var. glaber (Haines) H.O. Saxena & M. Brahanam; Sonchus wightianus subsp. wallichianus (DC.) Boulos,"???????, ???????, ???? (?) (????????), ?????? (?) (Pasha & Uddin, 2013), ?????? (?) (Rahman, 2013), ???? (???)",,11,5,12,6,,Native,Wild,Unknown,"Bangladesh (Gazi, Rajs);",????? ? ???????? (?????). ?? ???; Rahman (2013b); Tabassum (2015). p 457
Melastomataceae,Juss.,Sonerila,Roxb.,Sonerila kurzii C.B. Clarke (unresolved),1891,No synonyms found,???? ?????,,8,9,8,10,,Native,Wild,Unknown,West Bengal (Darj),??? ? ???????? (????). ?? ???
Lythraceae,J.St.-Hil.,Sonneratia,L.f.,Sonneratia apetala Buch.-Ham.,1800,No synonyms found,"?? ????? (??? ? ????????, ????), ?????, ?????, ????? (????), ?????? (?????)",,4,8,5,12,,Native,Wild,Unknown,"Bangladesh (Bage, Barg, Bhol, Chit, Khul, Patu, Pir, Satk, Sunb); West Bengal (Howr, Sunw)",??? ? ???????? (????). ?? ???
Lythraceae,J.St.-Hil.,Sonneratia,L.f.,Sonneratia caseolaris (L.) Engl.,1897,Blatti acida (L.f.) Lam.; Rhizophora caseolaris L.; Sonneratia acida L.f.; Sonneratia evenia Blume; Sonneratia neglecta Blume; Sonneratia obovata Blume; Sonneratia ovalis Korth.,"??? (??? ? ????????, ????; ?????, ?????), ????? (??? ? ????????, ????), ???? (?????, ?????), ?????? (??? ? ????????, ????), ????? (??? ? ????????, ????), ????? ????? (??? ? ????????, ????), ????",,5,11,6,3,,Native,Wild,Unknown,"Bangladesh (Chit, Sunb); West Bengal (S24P, Sunw)",??? ? ???????? (????). ?? ???; ????? (?????). ?? ??
Rosaceae,Juss.,Sorbaria,(Ser. ex DC.) A.Braun,Sorbaria tomentosa (Lindl.) Rehder,1938,Basilima lindleyana (Wall. ex Lindl.) Kuntze; Schizonotus lindleyanus (Wall. ex Lindl.) Nash; Schizonotus lindleyanus Wall. ex Steud.; Schizonotus tomentosus Lindl.; Sorbaria aitchisonii (Hemsl.) Hemsl. ex Rehder; Sorbaria angustifolia (Wenz.) Zabel; Sorbaria lindleyana (Wall. ex Lindl.) Maxim.; Spiraea aitchisonii Hemsl.; Spiraea lindleyana Wall. ex Lindl.; Spiraea sorbifolia Hook.f.,"???? (??? ? ????????, ????), ?????? (??? ? ????????, ????)",,5,9,6,10,,Native,Wild,Dye,West Bengal (Darj),??? ? ???????? (????). ?? ???
Rosaceae,Juss.,Sorbus,L.,Sorbus arachnoidea Koehne,1912,Pyrus arachnoidea (Koehne) Bennet,"???? (??? ? ????????, ????)",,5,7,6,8,,Native,Wild,Fodder,West Bengal (Darj),??? ? ???????? (????). ?? ???
Rosaceae,Juss.,Sorbus,L.,Sorbus griffithii (Decne.) Rehder (unresolved),1915,Micromeles griffithsii Decne.,???? ?????,,12,1,1,2,,Native,Wild,Unknown,West Bengal (Darj),??? ? ???????? (????). ?? ???
Rosaceae,Juss.,Sorbus,L.,Sorbus insignis (Hook.f.) Hedl.,1901,Pyrus insignis Hook.f.,???? ?????,,4,5,5,6,,Native,Wild,Unknown,West Bengal (Darj),??? ? ???????? (????). ?? ???
Rosaceae,Juss.,Sorbus,L.,Sorbus kurzii (G.Watt ex Prain) C.K.Schneid.,1906,Pyrus kurzii G.Watt ex Prain,???? ?????,,5,8,6,9,,Native,Wild,Unknown,West Bengal (Darj),??? ? ???????? (????). ?? ???
Rosaceae,Juss.,Sorbus,L.,Sorbus microphylla (Wall. ex Hook.f.) Wenz.,1873,Pyrus microphylla Wall. ex Hook.f.; Sorbus microphylla (Wall. ex Hook.f.) Decne.,"????? (??? ? ????????, ????), ??????? (??? ? ????????, ????)",,3,8,4,9,,Native,Wild,Unknown,West Bengal (Darj),??? ? ???????? (????). ?? ???
Rosaceae,Juss.,Sorbus,L.,Sorbus rhamnoides (Decne.) Rehder,1915,Aria rhamnoides (Decne.) H.Osashi & Iketani; Micromeles rhamnoides Decne.; Pyrus rhamnoides (Decne.) Hook.f.; Sorbus paniculata T.T.Yu & H.T.Tsai,"?????? ???? (??? ? ????????, ????)",,5,7,6,8,,Native,Wild,Unknown,West Bengal (Darj),??? ? ???????? (????). ?? ???
Rosaceae,Juss.,Sorbus,L.,Sorbus rufopilosa C.K.Schneid.,1906,No synonyms found,???? ?????,,6,8,7,9,,Native,Wild,Unknown,West Bengal (Darj),??? ? ???????? (????). ?? ???
Rosaceae,Juss.,Sorbus,L.,Sorbus thomsonii (King ex Hook.f.) Rehder,1915,Aria thomsonii (King ex Hook.f.) H.Ohashi & Iketani; Pyrus thomsonii King ex Hook.f.,???? ?????,,5,10,6,11,,Native,Wild,Unknown,West Bengal (Darj),??? ? ???????? (????). ?? ???
Rosaceae,Juss.,Sorbus,L.,Sorbus vestita (Wall. ex G. Don) S. Schauer (unresolved),1848,No synonyms found,"?????? (??? ? ????????, ????)",,3,10,4,11,,Native,Wild,Unknown,West Bengal (Darj),??? ? ???????? (????). ?? ???
Rosaceae,Juss.,Sorbus,L.,Sorbus wallichii (Hook.f.) T.T.Yu,1974,Pyrus wallichii Hook.f.; Sorbus foliolosa auct.; Sorbus wattii Koehne,???? ?????,,5,12,6,1,,Native,Wild,Unknown,West Bengal (Darj),??? ? ???????? (????). ?? ???
Poaceae,Barnhart,Sorghum,Moench,Sorghum bicolor (L.) Moench,1794,Agrostis nigricans (Ruiz & Pav.) Poir.; Andropogon bicolor (L.) Roxb.; Andropogon sorghum (L.) Brot.; Andropogon vulgare (Pers.) Balansa; Holcus bicolor L.; Holcus sorghum L.; Milium bicolor (L.) Cav.; Milium sorghum (L.) Cav.; Panicum frumentaceum Salisb.; Rhaphis sorghum (L.) Roberty; Sorghum basiplicatum Chiov.; Sorghum vulgare Pers.,"?????? (??????, ?????, ?????), ?????? (?????, ?????)",,Unknown,Unknown,Unknown,Unknown,,Native,Wild,Cereal; Staple Food,Bangladesh (Dhak),????? (?????). ?? ??
Poaceae,Barnhart,Sorghum,Moench,Sorghum halepense (L.) Pers.,1805,Andropogon decolorans Kunth; Andropogon halepensis (L.) Brot.; Holcus exiguus Forssk.; Holcus halepensis L.; Milium halepense (L.) Cav.; Rhaphis halepensis (L.) Roberty; Sorghum decolor P.Beauv.; Sorghum crupina Link; Sorghum decolorans (Willd.) Roem. & Schult.; Sorghum schreberi Ten.; Trachypogon avenaceus Nees,"????????, ???????, ???? ????? (?)",,10,1,11,2,,Native,Wild,Unknown,Bangladesh (Gazi),Tabassum (2015). p 586
Meliaceae,Juss.,Soymida,A.Juss.,Soymida febrifuga (Roxb.) A. Juss.,1832,Swietenia febrifuga Roxb.,"????, ?????",,2,6,3,7,,Native,Wild,Unknown,"West Bengal (Emed, Wmed, Puru)",??? (????). ?? ???
Bignoniaceae,Juss.,Spathodea,P.Beauv.,Spathodea campanulata P.Beauv.,1805,Bignonia tulipifera Schum.; Bignonia tulipifera Thonn.; Spathodea danckelmaniana Büttner; Spathodea nilotica Seem.; Spathodea tulipifera (Schum.) G.Don,"????????? (?????, ?????), ?????????? ???????????????? (?????, ?????)",,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh (AERE; Dhak),"????? (?????). ?? ???, ???"
Orchidaceae,Juss.,Spathoglottis,Blume,Spathoglottis plicata Blume,1825,Bletia angustifolia Gaudich.; Calanthe poilanei Gagnep.; Paxtonia rosea Lindl.; Phaius rumphii Blume; Spathoglottis angustifolia (Gaudich.) Benth. & Hook.f.; Spathoglottis augustorum Rchb.f.; Spathoglottis rosea (Lindl.) G.Nicholson; Spathoglottis spicata Lindl.,"???? ?????? (?????, ?????)",,Unknown,Unknown,Unknown,Unknown,,Native,Wild,Unknown,Bangladesh (Dhak),????? (?????). ?? ???
Fabaceae,Lindl.,Spatholobus,Hassk.,Spatholobus acuminatus Benth.,1852,Butea acuminata (Benth.) Kurz; Butea listeri (Prain) Blatt.; Butea rosea (Prain) Blatt.; Butea squamiger (Prain) Blatt.; Butea squamigera (Prain) Blatt.; Pongamia rosea Wall.; Spatholobus listeri Prain; Spatholobus roseus Prain; Spatholobus squamiger Prain,"??????? ??? (?????, ?????), ????? ???",,8,11,9,12,,Endemic (BD),Wild,Unknown,"Bangladesh (Band, Chit, Dhak, Khag, Ranm)",Motaleb et al. (2013). p 186; ????? (?????). ?? ???
Fabaceae,Lindl.,Spatholobus,Hassk.,Spatholobus parviflorus (DC.) Kuntze,1891,Butea parviflora DC.; Butea parviflora Roxb.; Butea sericophylla Wall.; Spatholobus roxburghii Benth.; Spatholobus roxburghii var. denudatus Baker; Spatholobus roxburghii var. platycarpus Baker  ,"??? (??????) (?????, ?????), ????? (???, ????), ??? (???, ????), ???????? ??? (Tabassum, 2015), ?????? (Tabassum, 2015), ?????? (Tabassum, 2015), ??????? (???, ????), ????? ?????? (???, ????), ??????? (???, ????), ?????????? (???, ????), ?????????? ??? (?????)",,8,1,9,3,,Native,Wild,Unknown,"Bangladesh (Dhak, Gazi); West Bengal (Darj, Jalp, Emed, Wmed, Puru, Bard)","??? (????). ?? ???; Tabassum (2015). p 233; ????? (?????), ?? ??"
Caryophyllaceae,Juss.,Spergula,L.,Spergula arvensis L.,1753,Alsine arvensis Crantz; Arenaria arvensis Wallr.; Spergula maxima Weihe ex Boenn.; Spergula nordica Büscher & G.H.Loos; Spergula sativa Boenn.; Spergula vulgaris Boenn.; Spergularia arvensis (L.) Cambess.; Spergularia maxima G.Don,"?????????, ????????",,All,All,All,All,,Native,Wild,Unknown,"West Bengal (Birb, Dar, Emed, Wmed, Murs, Puru)",??? (????). ?? ???
Caryophyllaceae,Juss.,Spergula,L.,Spergula fallax (Lowe) E.H.L.Krause,1901,Arenaria flaccida Roxb.; Lepigonum fallax (Lowe) Lowe; Spergula flaccida Asch.; Spergula flaccida f. purpurascens Maire & Sauvage; Spergula pentandra var. intermedia Boiss.; Spergularia fallax Lowe; Spergularia flaccida (Roxb.) Asch.,"???? ?????????, ??? ????????",,12,3,1,4,,Native,Wild,Unknown,"West Bengal (Bank, Ebar, Emed, Wbar, Wmed, Puru)",??? (????). ?? ???
Rubiaceae,Juss.,Spermacoce,L.,Spermacoce alata Aubl.,1775,Borreria alata (Aubl.) DC.; Borreria bartlingiana DC.; Borreria latifolia (Aubl.) K.Schum.; Borreria platyphylla DC.; Spermacoce aspera Aubl.; Spermacoce latifolia Aubl.; Spermacoce scabrida Pohl ex DC.; Tardavel latifolia (Aubl.) Standl.,"?????? ???, ??????? ??? (?????), ?????? (???), ?????? (????), ??????? (??????)",,12,3,1,4,,Native,Wild,Unknown,Bangladesh (All Zones),Motaleb et al. (2013). p 187; Tabassum (2015). p 438
Rubiaceae,Juss.,Spermacoce,L.,Spermacoce articularis L.f.,1782,Borreria articularis (L.f.) F.N.Williams; Spermacoce flexuosa Lour.; Spermacoce longicaulis R.Br. ex G.Don; Spermacoce ramosissima R.Br. ex Wall.; Spermacoce scabra Willd.,???? ?????,,2,6,3,7,,Native,Wild,Fodder; Medicine; Vegetable,"West Bengal (Emed, Wmed, Puru)",??? ? ????? (????). ?? ???; Tabassum (2015). p 438
