FAMILY,AUTHOR,GENUS,AUTHOR,SCIENTIFIC NAME,YEAR,SYNONYMS,LOCAL NAMES,ENGLISH NAME,FLOWER,,SEED,,HABITAT,ORIGIN,STATUS IN BENGAL,USES,DISTRIBUTION IN BENGAL,BIBLIOGRAPHY
Fabaceae,Lindl.,Caesalpinia,(L.) E.Gagnon & G. P.Lewis,Caesalpinia decapetala (Roth) Alston,1931,Biancaea decapetela (Roth) O. Deg.; Biancaea scandens Tod.; Biancaea sepiaria (Roxb.) Tod.; Caesalpinia ferox Hassk.; Caesalpinia sepiaria Roxb.; Mezoneuron benguetense (Elmer) Elmer; Reichardia decapetala Roth; Reichardia decapetala Wight ex Steud.,"??? (???, ????), ???? (???, ????), ????? (???, ????), ???? (???, ????), ??????? (Pasha & Uddin, 2013), ????? (Pasha & Uddin, 2013), ???????? (Pasha & Uddin, 2013)",,12,7,1,9,,Native,Wild,Unknown,"Bangladesh; West Bengal (N24P, S24P, Howr, Emed, Wmed, Puru)",??? (????). ?? ??; Pasha & Uddin (2013). p 102
Fabaceae,Lindl.,Caesalpinia,(L.) E.Gagnon & G. P.Lewis,Caesalpinia digyna Rottler,1803,Caesalpinia gracilis Miq.; Caesalpinia oleosperma Roxb.,"??????? (???, ????; Pasha & Uddin, 2013), ??????? (???, ????), ????????? (???, ????), ??? (Pasha & Uddin, 2013), ???? (Pasha & Uddin, 2013), ??????? ??? (???)",,8,12,9,1,,Native,Wild,Unknown,"Bangladesh; West Bengal (Puru, Cooc, Jalp, Emed, Wmed)",??? (????). ?? ??; Pasha & Uddin (2013). p 102
Fabaceae,Lindl.,Caesalpinia,(L.) E.Gagnon & G. P.Lewis,Caesalpinia enneaphylla Roxb.,1832,Mezoneuron enneaphyllum (Roxb.) Benth.; Mezoneuron glabrum var. enneaphyllum (Roxb.) Kurz; Mezoneurum enneaphyllum (Roxb.) Wight & Arn.; Mezonevron enneaphyllum (Roxb.) Wight & Arn.,"?????? (Pasha & Uddin, 2013)",,Unknown,Unknown,Unknown,Unknown,,Native,Wild,Unknown,Bangladesh,Pasha & Uddin (2013). p 102
Fabaceae,Lindl.,Caesalpinia,(L.) E.Gagnon & G. P.Lewis,Caesalpinia furfuracea (Prain) Hattink,1974,Mezoneuron furfuraceum Prain; Mezoneuron glabrum sensu Baker; Mezoneurum furfuraceum Prain,"????? ???? (Pasha & Uddin, 2013)",,Unknown,Unknown,Unknown,Unknown,,Native,Wild,Unknown,Bangladesh,Pasha & Uddin (2013). p 102
Fabaceae,Lindl.,Caesalpinia,(L.) E.Gagnon & G. P.Lewis,Caesalpinia hymenocarpa (Prain) Hattink,1974,Mezoneuron hymenocarpum Prain; Mezoneuron laoticum Gagnep.; Mezoneuron pubescens sensu Baker; Mezoneurum hymenocarpum Wight & Arn.; Mezonevron hymenocarpum Wight & Arn. ex Prain,??????? (??????),,Unknown,Unknown,Unknown,Unknown,,Native,Wild,Unknown,Bangladesh,Pasha & Uddin (2013). p 102
Fabaceae,Lindl.,Caesalpinia,(L.) E.Gagnon & G. P.Lewis,Caesalpinia microphylla G.Don,1832,No synonyms found,"?????? (Pasha & Uddin, 2013)",,Unknown,Unknown,Unknown,Unknown,,Native,Wild,Unknown,Bangladesh,Pasha & Uddin (2013). p 102
Fabaceae,Lindl.,Caesalpinia,(L.) E.Gagnon & G. P.Lewis,Caesalpinia mimosoides Lam.,1785,Caesalpinia resupinata Roxb.; Caesalpinia simora Roxb.,"??????? (Pasha & Uddin, 2013); ?????? (????), ?????????? (???)",,Unknown,Unknown,Unknown,Unknown,,Native,Wild,Unknown,Bangladesh,Pasha & Uddin (2013). p 102
Fabaceae,Lindl.,Caesalpinia,(L.) E.Gagnon & G. P.Lewis,Caesalpinia pulcherrima (L.) Sw.,1791,Caesalpinia pulcherrima flava Bailey & Rehder; Poinciana bijuga Lour.; Poinciana bijuga Burm. f.; Poinciana elata Lour.; Poinciana pulcherrima L.,"???????? (???, ????; ?????, ?????, ?????, ?????; Pasha & Uddin, 2013; Tabassum, 2015), ??? ????????? (Pasha & Uddin, 2013), ????????? (???, ????), ????? (?) (Pasha & Uddin, 2013), ???????? (???), ?????? ???? (???), ????? ??? (????), ?????????? (????), ?????????, ??????????, ??????","Peacock Flower, Paradise Flower,
Flower Fence",2,10,3,11,,South America,Cultivated,Ornament,"Bangladesh (Dhak, Khul, Gazi, Sunm); West Bengal (All Zones)",??? (????). ?? ??; Pasha & Uddin (2013). p 102; ????? (?????). ?? ???; ????? (?????). ?? ???; Tabassum (2015). p 193
Fabaceae,Lindl.,Caesalpinia,(L.) E.Gagnon & G. P.Lewis,Caesalpinia pulcherrima f. flava (O. Deg.) H. St. John,1973,Poinciana pulcherrima f. flava O. Deg.,"???? ???????? (?????, ?????)",,Unknown,Unknown,Unknown,Unknown,,West Indies,Cultivated,Ornament,Bangladesh (Dhak),????? (?????). ?? ???
Fabaceae,Lindl.,Caesalpinia,(L.) E.Gagnon & G. P.Lewis,Caesalpinia sappan L.,1753,Biancaea sappan (L.) Tod.,"??? (???, ????; Pasha & Uddin, 2013), ?????? (Pasha & Uddin, 2013), ??? ??? (???, ????), ????? (Pasha & Uddin, 2013), ???????? (Pasha & Uddin, 2013), ??????? ??? (???, ????), ???? (????), ??????-????? (???)",,3,7,5,8,,Native,Wild,Unknown,Bangladesh; West Bengal (All Zones),??? (????). ?? ??; Pasha & Uddin (2013). p 103
Fabaceae,Lindl.,Caesalpinia,(L.) E.Gagnon & G. P.Lewis,Caesalpinia tortuosa Roxb.,1832,Caesalpinia acanthobotrya Miq.; Caesalpinia cinclidocarpa Miq.; Caesalpinia microphylla Prain; Caesalpinia tortuosa var. grandifolia Fedde; Cinclidocarpus nitidus Zoll.,"???????? (Pasha & Uddin, 2013), ??????? (???, ????), ?????? (???, ????)",,5,1,7,3,,Native,Wild,Unknown,"Bangladesh; West Bengal (Darj, Jalp)",??? (????). ?? ??; Pasha & Uddin (2013). p 103
Asteraceae,Bercht. & J.Presl,Caesulia,Roxb.,Caesulia axillaris Roxb.,1798,Caesulia auxillaris Roxb.; Caesulia lancifolia Sw.; Meyera orientalis D. Don,"????? (??? ? ?????, ????; Rahman, 2013a), ???????? (Rahman, 2013a), ??????? (Rahman, 2013b), ????? (??? ? ?????, ????)",,7,3,8,4,,Native,Wild,Medicine,Bangladesh (Rajs); West Bengal (All Zones),??? ? ????? (????). ?? ???; Rahman (2013a). p 107; Rahman (2013b)
Fabaceae,Lindl.,Cajanus,DC.,Cajanus cajan (L.) Millsp.,1900,Cajan cajan (L.) Millsp.; Cajan inodorum Medik.; Cajanus bicolor DC.; Cajanus cajan (L.) Huth; Cajanus indicus Spreng.; Cajanus inodorum Medik.; Cajanus obcordifolius V.Singh; Cytisus cajan L.; Cytisus guineensis Schum. & Thonn.; Cytisus pseudocajan Jacq.; Phaseolus balicus L.,"???? (???, ????; Rahman, 2013a; Tabassum, 2015), ?????? (Tabassum, 2015), ????","Pigeon Pea, Red Gram, Congo Pea",11,4,12,5,,Native,Cultivated,"Bean/Pulse, Medicine",Bangladesh (All Zones); West Bengal (All Zones),??? (????). ?? ???; Rahman (2013a). p 107; Tabassum (2015). p 208
Fabaceae,Lindl.,Cajanus,DC.,Cajanus mollis (Benth.) Maesen,1986,Atylosia mollis Benth.; Cantharospermum molle (Benth.) Taub.; Cantharspermum molle (Benth.) Taub.; Collaea mollis Wall.,???? ?????,,6,9,7,10,,Native,Wild,Unknown,West Bengal (Darj),??? (????). ?? ???
Fabaceae,Lindl.,Cajanus,DC.,Cajanus scarabaeoides (L.) Thouars,1817,Atylosia pauciflora (Wight & Arn.) Druce; Atylosia scarabaeoides (L.) Benth.; Cantharospermum scarabaeoides (L.) Baill.; Cantharospermum scarabaeoideum (L.) Baill.; Dolichos medicagineus Roxb.; Dolichos minutus Wight & Arn.; Dolichos scarabaeoides L.; Rhynchosia scarabaeoides (L.) DC.; Stizolobium scarabaeoides (L.) Spreng.,"????????? (???, ????; Motaleb et al, 2013), ??????? (Motaleb et al., 2013), ??????? (Motaleb et al., 2013), ???????? (???), ?????? (???), ???????? (????)",,5,11,6,12,,Native,Wild,Unknown,Bangladesh (All Zones); West Bengal (All Zones),??? (????). ?? ???; Motaleb et al. (2013). p 33
Fabaceae,Lindl.,Cajanus,DC.,Cajanus villosus (Baker) Maesen,1985,Atylosia villosa Benth. ex Baker f.,???? ?????,,8,3,9,4,,Native,Wild,Unknown,West Bengal (Darj),??? (????). ?? ???
Araceae,Juss.,Caladium,Vent.,Caladium bicolor (Aiton) Vent.,1800,,"?????? ??? (??????), ????? (??????), ???????? (?)",,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,Farida Akhtar (2017-05-29)
Araceae,Juss.,Caladium,Vent.,Caladium humboldtii (Raf.) Schott,1854,,"???????? (?) (Tabassum, 2015)",,Unknown,Unknown,Unknown,Unknown,,"Brazil, Venezuela",Cultivated,Ornament,Bangladesh (Gazi),Tabassum (2015). p 489
Arecaceae,Bercht. & J.Presl,Calamus,L.,Calamus arborescens Griff.,1845,Calamus hostilis Wall. ex Voigt; Palmijuncus arborescens (Griff.) Kuntze  ,"?????? (Pasha & Uddin, 2013)",,Unknown,Unknown,Unknown,Unknown,,Native,Wild,Unknown,Bangladesh,Pasha & Uddin (2013). p 103
Arecaceae,Bercht. & J.Presl,Calamus,L.,Calamus erectus Roxb,1832,Calamus collinus Griff.; Calamus macrocarpus Griff. ex Mart.; Calamus schizospathus Griff.; Palmijuncus collinus (Griff.) Kuntze; Palmijuncus erectus (Roxb.) Kuntze; Palmijuncus macrocarpus (Griff. ex Mart.) Kuntze; Palmijuncus schizospathus (Griff.) Kuntze,"?????? (Pasha & Uddin, 2013), ???????? (Pasha & Uddin, 2013), ????????? (????), ???????? ??? (????)",,Unknown,Unknown,Unknown,Unknown,,Native,Wild,Unknown,Bangladesh (Sunm,Pasha & Uddin (2013). p 103
Arecaceae,Bercht. & J.Presl,Calamus,L.,Calamus flagellum Griff. ex Mart.,1853,Calamus karinensis (Becc.) S.J.Pei & S.Y.Chen; Calamus polygamus Roxb.; Palmijuncus flagellum (Griff. ex Mart.) Kuntze; Palmijuncus polygamus (Roxb.) Kuntze,"???????? (Pasha & Uddin, 2013)",,Unknown,Unknown,Unknown,Unknown,,Native,Wild,Unknown,Bangladesh,Pasha & Uddin (2013). p 103
Arecaceae,Bercht. & J.Presl,Calamus,L.,Calamus floribundus Griff.,1845,Calamus mishmeensis Griff.; Palmijuncus floribundus (Griff.) Kuntze; Palmijuncus mishmeensis (Griff.) Kuntze,"??????? (Pasha & Uddin, 2013)",,Unknown,Unknown,Unknown,Unknown,,Native,Wild,Unknown,Bangladesh,Pasha & Uddin (2013). p 103
Arecaceae,Bercht. & J.Presl,Calamus,L.,Calamus gracilis Roxb.,1832,Palmijuncus gracilis (Roxb.) Kuntze  ,"????????? (Pasha & Uddin, 2013), ???????? (Pasha & Uddin, 2013)",,Unknown,Unknown,Unknown,Unknown,,Native,Wild,Unknown,Bangladesh,Pasha & Uddin (2013). p 103
Arecaceae,Bercht. & J.Presl,Calamus,L.,Calamus guruba Buch.-Ham. ex Mart.,1838,Calamus mastersianus Griff.; Calamus multirameus Ridl.; Calamus nitidus Mart.; Daemonorops guruba (Buch.-Ham. ex Mart.) Mart.; Palmijuncus guruba (Buch.-Ham. ex Mart.) Kuntze; Palmijuncus nitidus (Mart.) Kuntze,"??????? (Pasha & Uddin, 2013), ????????? (Pasha & Uddin, 2013), ?????? (Pasha & Uddin, 2013), ?????? ??? (????), ????? ??? (???)",,Unknown,Unknown,Unknown,Unknown,,Native,Wild,Unknown,Bangladesh,"Pasha & Uddin (2013). p 103, 104"
Arecaceae,Bercht. & J.Presl,Calamus,L.,Calamus latifolius Roxb.,1814,Calamus humilis Roxb.; Calamus macracanthus T.Anderson; Palmijuncus humilis (Roxb.) Kuntze; Palmijuncus latifolius (Roxb.) Kuntze,"???? ??? (Pasha & Uddin, 2013), ???? ??? (Tabassum, 2015), ????? ??? (????)",,11,5,12,6,,Native,Wild,Unknown,"Bangladesh (Chit, Gazi, Mani)",Pasha & Uddin (2013). p 103; Tabassum (2015). p 476
Arecaceae,Bercht. & J.Presl,Calamus,L.,Calamus leptospadix Griff.,1845,Palmijuncus leptospadix (Griff.) Kuntze,"????????? (Pasha & Uddin, 2013)",,Unknown,Unknown,Unknown,Unknown,,Native,Wild,Unknown,Bangladesh,Pasha & Uddin (2013). p 103
Arecaceae,Bercht. & J.Presl,Calamus,L.,Calamus longisetus Griff.,1845,Calamus tigrinus Kurz; Palmijuncus longisetus (Griff.) Kuntze; Palmijuncus tigrinus (Kurz) Kuntze,"??????? (Pasha & Uddin, 2013)",,Unknown,Unknown,Unknown,Unknown,,Native,Wild,Unknown,Bangladesh,Pasha & Uddin (2013). p 103
Arecaceae,Bercht. & J.Presl,Calamus,L.,Calamus nambariensis Becc.,1908,"Calamus banlingensis Cheng Y.Yang, Zheng H.Yang & J.Lu; Calamus doriaei Becc.; Calamus inermis T.Anderson; Calamus khasianus Becc.; Calamus obovoideus S.J.Pei & S.Y.Chen; Calamus platyacanthoides Merr.; Calamus polydesmus Becc.; Palmijuncus inermis (T.Anderson) Kuntze","?????? ??? (Pasha & Uddin, 2013)",,Unknown,Unknown,Unknown,Unknown,,Native,Wild,Unknown,Bangladesh,Pasha & Uddin (2013). p 103
Arecaceae,Bercht. & J.Presl,Calamus,L.,Calamus quinquenervius Roxb.,1832,Palmijuncus quinquenervius (Roxb.) Kuntze,"???????? ??? (Pasha & Uddin, 2013)",,Unknown,Unknown,Unknown,Unknown,,Native,Wild,Unknown,Bangladesh,Pasha & Uddin (2013). p 104
Arecaceae,Bercht. & J.Presl,Calamus,L.,Calamus rotang L.,1753,Calamus monoecus Roxb.; Calamus rotung L.; Calamus roxburghii Griff.; Calamus scipionum Lam.; Draco rotang Crantz; Palmijuncus monoecus (Roxb.) Kuntze; Rotang linnaei Baill.; Rotanga calamus Crantz,"???? (???????) (?????, ?????), ??? (Mollah et al., 2005; Rahman, 2013; ?????, ?????), ???????? (Pasha & Uddin, 2013)",,Unknown,Unknown,Unknown,Unknown,,Native,Wild,Unknown,"Bangladesh (Chit, Khul, Mani, Rajs)",Mollah et al. (2005). p 28; Pasha & Uddin (2013). p 104; Rahman (2013a). p 107; ????? (?????). ?? ??
Arecaceae,Bercht. & J.Presl,Calamus,L.,Calamus tenuis Roxb.,1832,Calamus amarus Lour.; Calamus heliotropium Buch.-Ham. ex Kunth; Calamus horrens Blume; Calamus royleanus Griff.; Palmijuncus amarus (Lour.) Kuntze; Palmijuncus heliotropium (Buch.-Ham. ex Kunth) Kuntze; Palmijuncus horrens (Blume) Kuntze; Palmijuncus tenuis (Roxb.) Kuntze; Rotang royleanus (Griff.) Baill.,"?????????? (Pasha & Uddin, 2013), ????????? (????), ?????? (????), ??????? (????), ??? (???), ????? (???)",,7,3,8,4,,Native,Wild,Unknown,"Bangladesh (Chit, Gazi, Jhen, Khul)",Pasha & Uddin (2013). p 104; Tabassum (2015). p 477
Arecaceae,Bercht. & J.Presl,Calamus,L.,Calamus viminalis Willd.,1799,Calamus extensus Mart.; Calamus fasciculatus Roxb.; Calamus litoralis Blume; Palmijuncus fasciculatus (Roxb.) Kuntze; Palmijuncus litoralis (Blume) Kuntze; Palmijuncus viminalis (Willd.) Kuntze; Rotang viminalis (Willd.) Baill.,"?????? (Pasha & Uddin, 2013), ????? (Tabassum, 2015), ??????? (????), ????? (???), ?????? (???), ??????? (??????)",,All,All,All,All,,Native,Wild,Unknown,"Bangladesh (Chit, Gazi, Sunm, Sylh)",Pasha & Uddin (2013). p 104; Tabassum (2015). p 477
Ranunculaceae,Juss.,Calathodes,Hook.f. & Thomson,Calathodes palmata Hook.f. & Thomson,1855,Trollius palmatus (Hook.f. & Thomson) Baill.,"????????? ??????????? (???, ????)",,6,8,7,9,,Native,Wild,Unknown,West Bengal (Darj),??? (????). ?? ???
Calceolariaceae,Olmstead,Calceolaria,L.,Calceolaria tripartita Ruiz & Pav.,1798,Calceolaria celendinensis López Guillén; Calceolaria flaccida Benth.; Calceolaria gracilis Kunth; Calceolaria heterophylla Willd.; Calceolaria scabiosifolia Roem. & Schult.; Fagelia gracilis (Kunth) Kuntze; Fagelia scabiosifolia (Roem. & Schult.) Kuntze; Fagelia tripartita (Ruiz & Pav.) Kuntze,???? ?????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,West Bengal (Darj),Sushanta Ghosh (3 May 2018)
Malpighiaceae,Juss.,Calcicola,W.R.Anderson & C.Davis,Calcicola parvifolia (A.Juss.) W.R.Anderson & C.Davis,2007,Hiraea parviflora Rose; Malpighia parvifolia A.Juss.; Mascagnia parvifolia (A.Juss.) Nied.,???????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Bangladesh,Pasha & Uddin (2013). p 212
Alismataceae,Vent.,Caldesia,Parl.,Caldesia oligococca (F.Muell.) Buch.-Ham.,1882,,???? ?????,,Unknown,Unknown,Unknown,Unknown,Wetland,Unknown,Unknown,Unknown,Bangladesh (All Zones),Khan & Halim (1987). p 58
Alismataceae,Vent.,Caldesia,Parl.,Caldesia parnassifolia (L.) Parl.,1860,,???? ?????,,Unknown,Unknown,Unknown,Unknown,Wetland,Unknown,Unknown,Unknown,Bangladesh (All Zones),Khan & Halim (1987). p 58
Asteraceae,Bercht. & J.Presl,Calendula,L.,Calendula officinalis L.,1753,Calendula aurantiaca Kotschy ex Boiss.; Calendula eriocarpa DC.; Calendula hydruntina (Fiori) Lanza; Calendula prolifera Hort. ex Steud.; Calendula × santamariae Font Quer; Caltha officinalis (L.) Moench,"???????????? (??? ? ?????, ????; Rahman, 2013; ?????, ?????)",,3,5,3,5,,Mediterranean region,Cultivated,Medicine; Ornament,Bangladesh (Rajs); West Bengal (All Zones),??? ? ????? (????). ?? ???; Rahman (2013a). p 107; Rahman (2013b); ????? (?????). ?? ???
Fabaceae,Lindl.,Callerya,Endl.,Callerya cinerea (Benth.) Schot,1994,Millettia cinerea Benth.; Millettia gentiliana H.Lév.; Millettia obovata Gagnep.; Phaseolodes cinereum (Benth.) Kuntze; Pongamia cinerea Graham; Pongamia heterocarpa Baker; Pongamia oblonga Graham; Pongamia palustris Graham; Pongamia paniculata Graham,"???????-??? (???, ????), ??? ??????? (???, ????)",,5,11,7,1,,Native,Wild,Unknown,"West Bengal (Darj, Jalp)",??? (????). ?? ???
Fabaceae,Lindl.,Calliandra,Benth.,Calliandra brevipes Benth.,1840,Acacia selloi Spreng.; Anneslia brevipes (Benth.) Lindm.; Calliandra selloi (Spreng.) J.F.Macbr.; Calliandra yucunensis N.F.Mattos; Feuilleea brevipes Kuntze,"????? ?????????? (???, ????), ?????????????? (?????, ?????)",,4,10,5,11,,Brazil,Cultivated,Ornament,Bangladesh (Dhak); West Bengal (All Zones),??? (????). ?? ???; ????? (?????). ?? ???
Fabaceae,Lindl.,Calliandra,Benth.,Calliandra fasciculata Benth.,1840,Feuilleea benthamiana Kuntze,"?? ?????? ?????????? (???, ????)",,All,All,All,All,,Suriname,Cultivated,Ornament,West Bengal (All Zones),??? (????). ?? ???
Fabaceae,Lindl.,Calliandra,Benth.,Calliandra haematocephala Hassk.,1855,Anneslia haematocephala (Hassk.) Britton & P.Wilson; Calliandra inaequilatera Rusby; Calliandra novaesii Hoehne; Feuilleea haematocephala Kuntze,"??? ?????????? (???, ????), ??? ?????????????? (?????, ?????), ??? ?????? ??? (????????)",,All,All,All,All,,Brazil,Cultivated,Ornament,Bangladesh (Dhak); West Bengal (All Zones),??? (????). ?? ???; ????? (?????). ?? ???
Fabaceae,Lindl.,Calliandra,Benth.,Calliandra harrisii (Lindl.) Benth.,1844,Calliandra cylindrocarpa Benth.; Clelia cylindrocarpa Benth.; Clelia ornata Casar.; Feuilleea harrisii Kuntze; Inga harrisii Lindl.,"???????? ?????????? (???, ????)",,8,10,9,11,,South America,Cultivated,Ornament,West Bengal (All Zones),??? (????). ?? ???
Fabaceae,Lindl.,Calliandra,Benth.,Calliandra houstoniana (Mill.) Standl.,1922,Acacia houstoni (L'Her.) Willd.; Anneslia houstoniana (Mill.) Britton & Rose; Calliandra houstonii (L'Her.) Benth.; Mimosa houstoni L'Her.; Mimosa houstoniana Mill.; Mimosa houstonii L'Hér.,"????????? ?????????? (???, ????)",,7,9,8,11,,Mexico,Cultivated,Ornament,West Bengal (All Zones),??? (????). ?? ???
Fabaceae,Lindl.,Calliandra,Benth.,Calliandra houstoniana var. anomala (Kunth) Barneby,1998,Acacia grandiflora (L'Her.) Willd.; Anneslia anomala (Kunth) Britton & Rose; Anneslia grandiflora (L'Her.) Britton & Rose; Calliandra anomala (Kunth) J.F.Macbr.; Calliandra callistemon (Schltdl.) Benth.; Feuilleea grandiflora (L'Hér.) Kuntze; Inga anomala Kunth; Mimosa grandiflora L'Her.,"?????? ?????????? (???, ????)",,5,10,6,12,,"Mexico, Guatemala",Cultivated,Ornament,West Bengal (All Zones),??? (????). ?? ???
Fabaceae,Lindl.,Calliandra,Benth.,Calliandra tergemina var. emarginata (Willd.) Barneby,1998,Anneslia emarginata (Willd.) Britton & Rose; Calliandra emarginata (Willd.) Benth.; Calliandra tetraphylla (G.Don) Benth.; Feuilleea emarginata Kuntze; Feuilleea tetraphylla Kuntze; Inga emarginata Willd.; Inga tetraphylla G.Don; Mimosa emarginata Willd.; Mimosa tetraphylla Sesse & Moc.,"??? ?????????????? (?????, ?????)",,Unknown,Unknown,Unknown,Unknown,,Brazil,Cultivated,Ornament,Bangladesh (Dhak),????? (?????). ?? ???
Fabaceae,Lindl.,Calliandra,Benth.,Calliandra tweedii Benth.,1840,Anneslia tweediei Lindm.; Calliandra foliosa Benth.; Calliandra tweediei Benth.; Feuilleea tweedii Kuntze; Inga pulcherrima Paxton; Mimosa yaguaronensis Larranaga,"????? ?????????? (???, ????)",,12,4,1,5,,Brazil,Cultivated,Ornament,West Bengal (All Zones),??? (????). ?? ???
Lamiaceae,Martinov,Callicarpa,L.,Callicarpa arborea Roxb.,1820,,"??????, ????, ????????",,Unknown,Unknown,Unknown,Unknown,Hill,Unknown,Wild,Unknown,"Bangladesh (Gazi, Ranm)",Tabassum (2015). p 375; ????? (????). ?? ??
Myrtaceae,Juss.,Callistemon,R.Br.,Callistemon citrinus (Curtis) Skeels,1913,Callistemon citrinus var. splendens Stapf; Callistemon laevis Stapf; Melaleuca citrina (Curtis) Dum.Cours.; Metrosideros citrina Curtis,"????????? (??? ? ????????, ????), ????????? (?????, ????; Rahman, 2013a), ???? ????????? (??? ? ????????, ????), ??????? (????)",,2,7,3,9,,Australia,Cultivated,"Ornament, Perfume","Bangladesh (Dhak, Jess, Rajs); West Bengal (All Zones)",??? ? ???????? (????). ?? ???; Rahman (2013a). p 107; ????? (?????). ?? ???
Myrtaceae,Juss.,Callistemon,R.Br.,Callistemon linearis (Schrad. & J.C.Wendl.) Colv. ex Sweet,1826,Melaleuca linearis Schrad. & J.C.Wendl.; Metrosideros calyculatus Sieber ex DC.; Metrosideros linearis (Schrad. & J.C.Wendl.) Sm.,???? ?????,,Unknown,Unknown,Unknown,Unknown,,Unknown,Cultivated,Ornament,Bangladesh (Sunm),N.A
Myrtaceae,Juss.,Callistemon,R.Br.,Callistemon speciosus (Sims) Sweet,1826,Callistemon glaucus (DC.) Sweet; Callistemon heleogiton Domin; Callistemon speciosa DC.; Callistemon speciosus (Sims) DC.; Melaleuca paludosa R.Br.; Metrosideros crassifolia Dum.Cours.; Metrosideros glauca Dum.Cours.; Metrosideros glauca Bonpl.; Metrosideros speciosa Sims,???? ?????,,2,9,3,10,,Australia,Cultivated,Ornament,West Bengal (All Zones),??? ? ???????? (????). ?? ???
Asteraceae,Bercht. & J.Presl,Callistephus,Cass.,Callistephus chinensis (L.) Nees,1832,Amellus speciosus Gaterau; Aster chinensis L.; Asteriscodes chinense (L.) Kuntze; Brachyactis chinensis (L.) Bureau & Franch.; Callistemma chinensis (L.) Skeels; Callistephus hortensis (Cass.) Cass.; Diplopappus chinensis (L.) Less.,"???? ????????? (??? ? ?????, ????), ????????? (Rahman, 2013a; 2013b)",,9,10,9,10,,China,Cultivated,Medicine; Ornament,"Bangladesh (Dhak, Rajs); West Bengal (All Zones)",??? ? ????? (????). ?? ???; Rahman (2013a). p 107; Rahman (2013b)
Plantaginaceae,Juss.,Callitriche,L.,Callitriche stagnalis Scop.,1772,Callitriche aestivalis Thuill.; Callitriche dioica Schur; Callitriche minor Bellynck; Callitriche palustris subsp. stagnalis (Scop.) Schinz & Thell.; Callitriche verna Savi; Stellina platycarpa Bubani; Stellina stagnalis Bubani,???? ?????,,6,8,7,9,,Native,Wild,Unknown,West Bengal (Darj),??? ? ???????? (????). ?? ???
Calophyllaceae,J.Agardh,Calophyllum,L.,Calophyllum inophyllum L.,1753,Balsamaria inophyllum Lour.; Calophyllum apetalum Blanco; Calophyllum bingator Roxb.; Calophyllum blumei Wight; Calophyllum ovatifolium Noronha; Calophyllum spurium Choisy; Calophyllum wakamatsui Kaneh.,"??????? (???????) (?????, ?????), ??????? (Pasha & Uddin, 2013; ?????, ?????; ?????, ?????), ??????????? (Pasha & Uddin, 2013; ?????, ?????; ?????, ?????), ???????? (Pasha & Uddin, 2013), ??????? (Pasha & Uddin, 2013), ??????? (Pasha & Uddin, 2013), ??????? (Pasha & Uddin, 2013), ???????? (???), ????? (???), ???? (???), ???????? (????),  ???????? (????????)",,12,9,3,10,,Native,Cultivated,Biodiesel; Critically Endangered BD; Fence,"Bangladesh (AERE, All Zones); West Bengal (All Zones)","??? (????). ?? ???; ????? (?????). ?? ???, ???; ????? (?????). ?? ??, ??, ???, ???"
Calophyllaceae,J.Agardh,Calophyllum,L.,Calophyllum polyanthum Wall. ex Choisy (unresolved),1849,No synonyms found,"?????? (?????, ?????, ?????; WCSA, 2012), ?????? (???, ????), ????? (???, ????)",,1,6,3,7,,Native,Wild,Protected BD (2012),"Bangladesh (Dhak), West Bengal (Darj, Jalp, Sunw)",??? (????). ?? ???; ????? (?????). ?? ???; ????? (?????). ?? ???; WCSA (2012)
Apocynaceae,Juss.,Calotropis,R.Br.,Calotropis gigantea (L.) Dryand.,1811,Asclepias gigantea L.; Calotropis gigantea (L.) R. Br. ex Schult.; Madorius giganteus (L.) Kuntze; Periploca cochinchinensis Lour.; Streptocaulon cochinchinense (Lour.) G. Don,"????? (?????, ?????), ?? ?????, ????? ?????, ?? ????, ????? ??? (???), ?????????? (???), ??????? (??????)",,4,7,6,8,,Native,Wild,Medicine,Bangladesh (All Zones),Motaleb et al. (2011). p 36; Rahman (2013a). p 107; ????? (?????). ?? ???; Tabassum (2015). p 343
Apocynaceae,Juss.,Calotropis,R.Br.,Calotropis procera (Aiton) Dryand.,1811,,"??? ?????, ??? ?????",,Unknown,Unknown,Unknown,Unknown,,Native,Wild,Unknown,"Bangladesh (Gazi, Rajs, Sunm)",Rahman (2013a). p 107; Tabassum (2015). p 344
Ranunculaceae,Juss.,Caltha,L.,Caltha palustris L.,1753,Caltha arctica R.Br.; Caltha minor Mill.; Caltha polypetala Hochst.; Populago palustris Scop.; Trollius paluster E.H.L.Krause,"????????, ??????????",,5,8,6,9,,Native,Wild,Unknown,West Bengal (Darj),??? (????). ?? ???
